Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-JUNE-2020,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,778,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,Y02961,NHS ENGLAND MIDLANDS ,SUMMERFIELD GP SURG & URGENT CARE CENTRE,0,0,1278,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,2880,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,NTP11,NHS ENGLAND SOUTH EAST ,SOUTHAMPTON NHS TREATMENT CENTRE,0,0,2621,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,Y03082,NHS ENGLAND LONDON,HAROLD WOOD WIC,0,0,1578,0,0,20,0,0,0,0,0,0
MSitAE-JUNE-2020,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,10087,0,0,529,0,0,65,0,2354,0,0,944
MSitAE-JUNE-2020,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,181,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3791,0,0,107,0,0,1,0,1387,0,0,275
MSitAE-JUNE-2020,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,86,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,1334,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,ARN02,NHS ENGLAND NORTH EAST AND YORKSHIRE ,ST.GEORGE'S CENTRE,0,0,1283,0,0,2,0,0,0,0,0,0
MSitAE-JUNE-2020,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,777,0,0,0,0,0,0,0,0,121
MSitAE-JUNE-2020,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,9922,758,1535,1209,16,6,140,0,2440,6,0,475
MSitAE-JUNE-2020,RD3,NHS ENGLAND SOUTH WEST ,POOLE HOSPITAL NHS FOUNDATION TRUST,4665,0,1248,0,0,0,88,0,1417,0,0,1166
MSitAE-JUNE-2020,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,189,0,0,3,0,0,0,0,0,0
MSitAE-JUNE-2020,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,822,0,0,10,0,0,0,0,0,0
MSitAE-JUNE-2020,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,8020,905,1672,263,3,0,22,0,2790,10,0,2115
MSitAE-JUNE-2020,Y03051,NHS ENGLAND SOUTH EAST ,HASTINGS MED P & WALKIN,0,0,343,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,1083,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,203,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,2293,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0,0,1365,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,213
MSitAE-JUNE-2020,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,1256,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,7897,500,1166,866,0,0,108,0,2543,0,0,597
MSitAE-JUNE-2020,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5009,0,554,386,0,0,112,0,1426,0,0,589
MSitAE-JUNE-2020,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7046,0,0,757,0,0,132,14,1721,0,0,235
MSitAE-JUNE-2020,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,767,0,0,1,0,0,0,0,0,0
MSitAE-JUNE-2020,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE HOSPITALS NHS TRUST,13285,0,2533,0,0,0,328,0,3221,0,97,558
MSitAE-JUNE-2020,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1313,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,2232,0,0,34,0,0,0,0,0,0
MSitAE-JUNE-2020,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,141,0,0,0,0,0,0,0,0,2
MSitAE-JUNE-2020,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,1702,0,0,1,0,0,0,0,0,0
MSitAE-JUNE-2020,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,1551,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,3803,0,3877,735,0,29,392,2,1236,0,0,337
MSitAE-JUNE-2020,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,6867,0,491,226,0,0,54,0,2378,0,0,427
MSitAE-JUNE-2020,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,1609,0,0,1,0,0,0,0,0,0
MSitAE-JUNE-2020,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5306,0,0,247,0,0,52,0,2018,0,0,477
MSitAE-JUNE-2020,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,4688,0,1185,411,0,0,60,0,2094,0,0,570
MSitAE-JUNE-2020,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,2837,0,0,6,0,0,0,0,0,15
MSitAE-JUNE-2020,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,11175,0,2991,0,0,0,0,0,4045,0,0,830
MSitAE-JUNE-2020,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,5631,0,0,371,0,0,57,1,1052,0,0,395
MSitAE-JUNE-2020,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8713,0,0,575,0,0,260,0,2304,0,0,949
MSitAE-JUNE-2020,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,294,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,3244,0,0,340,0,0,21,0,899,0,0,139
MSitAE-JUNE-2020,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2622,0,0,86,0,0,0,0,401,0,0,156
MSitAE-JUNE-2020,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9133,0,0,1147,0,0,103,0,2439,0,0,1043
MSitAE-JUNE-2020,NTPAD,NHS ENGLAND SOUTH EAST ,ST MARY'S NHS TREATMENT CENTRE,0,0,3654,0,0,53,0,0,0,0,0,0
MSitAE-JUNE-2020,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,1597,0,0,0,0,0,0,0,0,13
MSitAE-JUNE-2020,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,2949,0,0,21,0,0,0,0,0,0
MSitAE-JUNE-2020,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,5522,0,1851,544,0,0,48,0,2015,0,0,670
MSitAE-JUNE-2020,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,10228,0,2590,1080,0,12,185,0,2430,0,0,659
MSitAE-JUNE-2020,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6514,0,0,285,0,0,42,1,1112,0,0,160
MSitAE-JUNE-2020,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10674,479,7437,3442,4,87,17,3,3649,0,0,975
MSitAE-JUNE-2020,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9294,0,0,266,0,0,17,0,2828,0,0,745
MSitAE-JUNE-2020,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,180,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,9792,0,3217,1468,0,1,241,1,2790,0,0,617
MSitAE-JUNE-2020,RDZ,NHS ENGLAND SOUTH WEST ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,5669,1163,172,617,0,0,32,0,2344,4,0,721
MSitAE-JUNE-2020,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5552,0,53,521,0,0,46,1,1165,0,0,207
MSitAE-JUNE-2020,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,11760,1314,150,0,0,0,78,0,4144,0,0,2413
MSitAE-JUNE-2020,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,224,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,173
MSitAE-JUNE-2020,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8558,617,2649,671,0,7,95,0,2529,0,0,2265
MSitAE-JUNE-2020,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,3615,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0,0,767,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,12728,1171,0,3001,29,0,833,0,3579,2,0,2705
MSitAE-JUNE-2020,NYM13,NHS ENGLAND LONDON,HHCIC EAST WIC,0,0,2,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,1800,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,20,82
MSitAE-JUNE-2020,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,37
MSitAE-JUNE-2020,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,5287,0,163,0,0,0,17,0,1619,0,0,422
MSitAE-JUNE-2020,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2969,0,0,37,0,0,0,0,555,189,0,0
MSitAE-JUNE-2020,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,647,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,NJS05,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,2862,0,0,7,0,0,0,0,0,0
MSitAE-JUNE-2020,NQ108,NHS ENGLAND EAST OF ENGLAND ,CLACTON HOSPITAL,0,0,1871,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,1105,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,6852,0,0,8,0,0,0,0,0,1
MSitAE-JUNE-2020,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6428,0,2833,346,0,3,71,0,2647,0,0,148
MSitAE-JUNE-2020,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5273,0,0,0,0,0,0,0,11,0,165
MSitAE-JUNE-2020,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,1778,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0,0,3839,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,184
MSitAE-JUNE-2020,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,6220,0,0,98,0,0,18,0,1592,0,0,255
MSitAE-JUNE-2020,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,4936,0,5885,921,0,0,251,7,1991,0,0,583
MSitAE-JUNE-2020,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6563,0,0,565,0,0,66,0,1805,0,0,281
MSitAE-JUNE-2020,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,9826,0,3612,426,0,0,94,0,2938,0,0,857
MSitAE-JUNE-2020,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3230,0,0,122,0,0,0,0,773,0,0,147
MSitAE-JUNE-2020,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6920,0,6049,52,0,18,0,0,4120,0,195,615
MSitAE-JUNE-2020,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,77,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,NQT10,NHS ENGLAND SOUTH EAST ,ASSURA READING LLP,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RYR,NHS ENGLAND SOUTH EAST ,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,10884,0,0,386,0,0,21,0,3490,0,0,864
MSitAE-JUNE-2020,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,6029,0,2626,834,0,7,124,0,1960,0,0,1002
MSitAE-JUNE-2020,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,1694,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9930,0,0,729,0,0,388,0,2773,0,0,764
MSitAE-JUNE-2020,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,6980,0,1221,349,0,1,15,0,2532,0,0,200
MSitAE-JUNE-2020,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,8756,0,3786,605,0,52,84,3,3683,0,7,723
MSitAE-JUNE-2020,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,752,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,7869,1516,0,428,3,0,32,0,2486,0,0,543
MSitAE-JUNE-2020,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,3570,237,798,200,0,0,32,0,1139,0,0,670
MSitAE-JUNE-2020,NQ106,NHS ENGLAND EAST OF ENGLAND ,FRYATT HOSPITAL,0,0,69,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,4554,0,0,884,0,0,124,0,1291,0,0,157
MSitAE-JUNE-2020,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15164,81,4280,1205,0,0,111,0,6509,0,0,1183
MSitAE-JUNE-2020,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,400,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,6414,0,1038,732,0,1,18,1,1873,0,0,1640
MSitAE-JUNE-2020,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,6399,0,0,597,0,0,163,0,1051,0,0,84
MSitAE-JUNE-2020,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10201,990,4130,606,26,3,30,0,3964,17,0,966
MSitAE-JUNE-2020,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11225,0,0,429,0,0,45,0,3460,0,0,1226
MSitAE-JUNE-2020,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6254,0,691,708,0,0,73,0,1873,0,0,220
MSitAE-JUNE-2020,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5181,0,1081,257,0,5,22,0,2301,0,0,564
MSitAE-JUNE-2020,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,13025,0,3463,1135,0,1,297,0,3743,0,0,920
MSitAE-JUNE-2020,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,492
MSitAE-JUNE-2020,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,8372,0,10118,700,0,30,140,0,4660,0,0,1016
MSitAE-JUNE-2020,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,3932,0,0,20,0,0,0,0,1,2
MSitAE-JUNE-2020,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,11878,0,4998,0,0,0,57,1,2292,0,0,294
MSitAE-JUNE-2020,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7168,0,2043,0,0,0,134,0,2394,0,33,592
MSitAE-JUNE-2020,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,293,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,2197,0,1228,170,0,1,35,0,907,0,0,272
MSitAE-JUNE-2020,Y02816,NHS ENGLAND SOUTH EAST ,EASTBOURNE STATION HEALTH CENTRE,0,0,290,0,0,0,0,0,0,0,0,0
MSitAE-JUNE-2020,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4886,0,1657,339,0,0,47,0,1995,0,0,732
MSitAE-JUNE-2020,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,13816,0,5658,2602,0,3,228,0,4052,0,37,1160
MSitAE-JUNE-2020,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,4700,1130,4878,570,1,47,55,0,1944,84,35,2194
MSitAE-JUNE-2020,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,6461,0,0,0,0,0,158,0,2774,0,0,320
MSitAE-JUNE-2020,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,748,0,0,0,0,0,0,0,35,0,18
MSitAE-JUNE-2020,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,207
MSitAE-JUNE-2020,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,1200,0,0,7,0,0,0,0,0,0
MSitAE-JUNE-2020,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7823,24,2332,0,0,0,196,4,2773,0,788,0
MSitAE-JUNE-2020,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,7548,953,0,482,16,0,35,0,2989,7,0,1191
MSitAE-JUNE-2020,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,6982,389,3718,849,1,35,299,11,1844,0,0,241
MSitAE-JUNE-2020,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,10923,0,1994,222,0,6,35,0,3532,0,0,441
MSitAE-JUNE-2020,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3340,0,380,183,0,0,0,0,867,0,0,323
