Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-APRIL-2020,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,2,6
MSitAE-APRIL-2020,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,2595,0,0,8,0,0,0,0,0,0
MSitAE-APRIL-2020,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,69,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,99,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,2163,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,724,0,0,4,0,0,0,0,0,0
MSitAE-APRIL-2020,Y03082,NHS ENGLAND LONDON,HAROLD WOOD WIC,0,0,1346,0,0,8,0,0,0,0,0,0
MSitAE-APRIL-2020,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,283,0,0,0,0,0,0,0,0,142
MSitAE-APRIL-2020,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,221
MSitAE-APRIL-2020,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,54,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,112,0,0,8,0,0,0,0,0,0
MSitAE-APRIL-2020,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0,0,374,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,0,0,118,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,3609,794,1159,738,0,0,92,0,1937,463,0,500
MSitAE-APRIL-2020,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,2654,0,0,127,0,0,2,0,951,0,0,254
MSitAE-APRIL-2020,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2062,0,0,56,0,0,0,0,293,185,0,0
MSitAE-APRIL-2020,Y02961,NHS ENGLAND MIDLANDS ,SUMMERFIELD GP SURG & URGENT CARE CENTRE,0,0,728,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,38,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,1222,0,0,12,0,0,0,0,0,0
MSitAE-APRIL-2020,M85813,NHS ENGLAND MIDLANDS ,BIRMINGHAM WIC,0,0,360,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS NHS TRUST,5630,29,921,0,0,0,210,0,2369,0,0,1135
MSitAE-APRIL-2020,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,1429,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,614,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,1064,0,0,1,0,0,0,0,0,17
MSitAE-APRIL-2020,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,251
MSitAE-APRIL-2020,G82071,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,708,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,3357,0,0,188,0,0,17,0,1070,0,0,35
MSitAE-APRIL-2020,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,3546,0,824,443,0,0,95,0,1661,0,0,327
MSitAE-APRIL-2020,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5897,0,0,688,0,0,136,0,1741,0,0,511
MSitAE-APRIL-2020,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,4301,0,0,203,0,0,12,0,1343,0,0,238
MSitAE-APRIL-2020,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,150,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,Y03094,NHS ENGLAND LONDON,THE JUNCTION HC - UNREGISTERED PATIENTS,0,0,472,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RYR,NHS ENGLAND SOUTH EAST ,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,6866,0,0,214,0,0,18,0,2636,0,0,650
MSitAE-APRIL-2020,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,6895,0,0,512,0,0,112,0,1939,0,0,633
MSitAE-APRIL-2020,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,1383,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,3492,0,0,542,0,0,75,1,799,0,0,305
MSitAE-APRIL-2020,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,396,0,0,0,0,0,0,0,6,297
MSitAE-APRIL-2020,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,192,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RXW,NHS ENGLAND MIDLANDS ,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,5504,0,176,1084,0,0,255,0,1750,0,6,767
MSitAE-APRIL-2020,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,3744,0,3558,542,0,0,107,2,1620,0,0,456
MSitAE-APRIL-2020,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,787,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,6379,0,1929,922,0,0,145,0,2217,0,0,405
MSitAE-APRIL-2020,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0,0,2026,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,2252,0,0,220,0,0,14,0,750,0,0,112
MSitAE-APRIL-2020,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,4600,0,1879,313,0,0,293,0,1686,0,0,426
MSitAE-APRIL-2020,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,7297,0,21,158,0,0,6,0,2671,0,1007,0
MSitAE-APRIL-2020,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,501,0,0,3,0,0,0,0,0,0
MSitAE-APRIL-2020,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,492,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1630,0,0,7,0,0,0,0,0,0
MSitAE-APRIL-2020,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,148,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,872,0,0,1,0,0,0,0,0,0
MSitAE-APRIL-2020,NQ106,NHS ENGLAND EAST OF ENGLAND ,FRYATT HOSPITAL,0,0,71,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,3406,0,903,309,0,0,56,0,1511,0,0,61
MSitAE-APRIL-2020,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0,0,1023,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,3863,0,480,75,0,0,4,0,2215,0,0,388
MSitAE-APRIL-2020,ARN02,NHS ENGLAND NORTH EAST AND YORKSHIRE ,ST.GEORGE'S CENTRE,0,0,1012,0,0,3,0,0,0,0,0,0
MSitAE-APRIL-2020,NQ108,NHS ENGLAND EAST OF ENGLAND ,CLACTON HOSPITAL,0,0,810,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,7092,0,40,650,0,0,293,2,2077,0,0,494
MSitAE-APRIL-2020,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,4769,0,211,155,0,0,35,0,1835,0,0,200
MSitAE-APRIL-2020,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,92,0,0,0,0,0,0,0,0,1
MSitAE-APRIL-2020,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,6049,0,1087,742,0,1,117,0,1619,0,0,416
MSitAE-APRIL-2020,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,446
MSitAE-APRIL-2020,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2985,0,29,239,0,0,0,0,954,0,0,301
MSitAE-APRIL-2020,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,244,0,0,1,0,0,0,0,0,0
MSitAE-APRIL-2020,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,230
MSitAE-APRIL-2020,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,519,0,0,0,0,0,0,0,0,92
MSitAE-APRIL-2020,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,2615,0,0,4,0,0,0,0,0,0
MSitAE-APRIL-2020,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3682,0,5,282,0,0,23,0,817,0,0,154
MSitAE-APRIL-2020,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,4909,0,631,467,0,8,35,0,2007,0,0,140
MSitAE-APRIL-2020,NQT10,NHS ENGLAND SOUTH EAST ,ASSURA READING LLP,0,0,14,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,14481,0,4083,2445,0,3,364,3,6011,0,709,1380
MSitAE-APRIL-2020,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,5047,0,3697,18,0,8,0,0,3117,0,216,579
MSitAE-APRIL-2020,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,2858,0,2079,938,0,2,387,2,1028,0,0,169
MSitAE-APRIL-2020,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,5438,465,1418,286,3,0,43,0,1871,7,0,1653
MSitAE-APRIL-2020,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,6127,522,514,854,6,0,151,1,2130,11,0,298
MSitAE-APRIL-2020,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,3746,0,1160,700,0,0,85,0,1403,0,0,365
MSitAE-APRIL-2020,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,4663,0,0,523,0,0,22,1,1454,0,0,203
MSitAE-APRIL-2020,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,1395,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,1839,0,0,88,0,0,0,0,276,0,0,139
MSitAE-APRIL-2020,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,143
MSitAE-APRIL-2020,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,4008,0,716,262,0,0,10,0,1423,0,0,1305
MSitAE-APRIL-2020,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,3324,0,244,110,0,1,26,0,1041,0,0,501
MSitAE-APRIL-2020,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,4127,0,0,165,0,0,35,0,2306,0,0,735
MSitAE-APRIL-2020,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,727,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,NTPAD,NHS ENGLAND SOUTH EAST ,ST MARY'S NHS TREATMENT CENTRE,0,0,1859,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,4464,0,0,0,0,0,57,0,1307,0,0,145
MSitAE-APRIL-2020,RDZ,NHS ENGLAND SOUTH WEST ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,3668,765,73,374,0,0,17,0,1462,4,0,520
MSitAE-APRIL-2020,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,4482,0,324,489,0,0,70,0,1506,0,0,96
MSitAE-APRIL-2020,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2156,0,231,177,0,0,2,0,670,0,0,254
MSitAE-APRIL-2020,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",4499,0,1560,349,0,3,62,0,2768,0,0,60
MSitAE-APRIL-2020,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,4095,0,0,341,0,0,49,0,1210,0,0,230
MSitAE-APRIL-2020,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,6049,406,1822,744,0,5,111,0,2107,0,0,1793
MSitAE-APRIL-2020,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,1557,0,652,264,0,0,31,0,645,0,0,184
MSitAE-APRIL-2020,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,133
MSitAE-APRIL-2020,NJS05,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,2079,0,0,1,0,0,0,0,0,0
MSitAE-APRIL-2020,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,7927,0,4197,1804,0,42,347,11,3154,0,0,479
MSitAE-APRIL-2020,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,5112,623,0,503,8,0,42,0,2194,9,0,960
MSitAE-APRIL-2020,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,6807,0,2230,970,0,12,139,0,2590,0,0,684
MSitAE-APRIL-2020,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1157,0,0,0,0,0,0,0,34,0,20
MSitAE-APRIL-2020,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,6903,266,3822,2124,0,21,440,0,3467,0,0,1561
MSitAE-APRIL-2020,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,6476,0,0,870,0,0,95,0,1836,0,0,801
MSitAE-APRIL-2020,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,7479,0,2632,0,0,0,23,0,1703,0,0,148
MSitAE-APRIL-2020,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,4648,0,2580,1574,0,16,174,0,1787,0,0,188
MSitAE-APRIL-2020,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,8248,970,0,1223,4,0,126,0,3014,0,0,2936
MSitAE-APRIL-2020,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,2348,0,0,8,0,0,0,0,1,1
MSitAE-APRIL-2020,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,394,0,0,1,0,0,0,0,0,0
MSitAE-APRIL-2020,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,3394,0,0,0,0,0,0,0,11,0,137
MSitAE-APRIL-2020,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,3423,0,119,0,0,0,13,0,1059,0,0,269
MSitAE-APRIL-2020,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,7125,0,4023,1708,0,207,387,13,3114,0,0,252
MSitAE-APRIL-2020,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6275,0,1592,1727,0,0,438,2,2318,0,0,777
MSitAE-APRIL-2020,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,8028,0,1379,0,0,0,14,0,3205,0,0,608
MSitAE-APRIL-2020,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,1025,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,5873,0,2082,732,0,29,183,0,2952,0,2,521
MSitAE-APRIL-2020,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,3720,0,0,3,1,0,0,0,0,1
MSitAE-APRIL-2020,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,136
MSitAE-APRIL-2020,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2263,0,0,174,0,0,0,0,530,0,0,107
MSitAE-APRIL-2020,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,6779,0,2208,418,0,0,122,0,2410,0,0,541
MSitAE-APRIL-2020,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,11029,1363,1784,1372,5,15,190,0,3830,75,38,449
MSitAE-APRIL-2020,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,1638,0,0,1,0,0,0,0,1,13
MSitAE-APRIL-2020,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,5033,0,1523,532,0,0,289,0,1381,0,35,1209
MSitAE-APRIL-2020,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,2953,182,7,276,0,0,4,0,1006,0,0,287
MSitAE-APRIL-2020,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0,0,806,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,5094,881,0,696,2,0,158,0,2047,1,348,0
MSitAE-APRIL-2020,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,0,0,525,0,0,0,0,0,0,0,1,4
MSitAE-APRIL-2020,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,7282,0,1921,858,0,10,98,1,3106,0,142,758
MSitAE-APRIL-2020,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,5,59
MSitAE-APRIL-2020,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,2470,97,572,174,0,0,18,0,862,0,0,485
MSitAE-APRIL-2020,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,8554,0,1894,925,0,6,108,0,2895,0,0,712
MSitAE-APRIL-2020,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,11732,333,4181,2372,0,14,148,7,4456,0,0,966
MSitAE-APRIL-2020,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5045,0,1084,0,0,0,54,0,1896,0,30,494
MSitAE-APRIL-2020,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,974,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2020,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",7587,243,3451,2548,0,43,21,1,2931,0,0,246
MSitAE-APRIL-2020,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,5661,164,1780,485,0,5,30,0,2423,5,0,801
MSitAE-APRIL-2020,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,4921,0,1727,221,0,14,15,0,1810,0,1,222
