Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-OCTOBER-2020,G82071,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,85
MSitAE-OCTOBER-2020,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5483,0,505,0,0,0,1132,0,1,0,0,0,533,0,1621,0,0,659
MSitAE-OCTOBER-2020,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,1080,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,595,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,4460,0,1864,0,0,0,906,0,9,0,0,0,359,0,1744,0,0,233
MSitAE-OCTOBER-2020,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6016,946,2565,39,0,0,1631,0,6,5,0,0,575,0,3259,862,0,671
MSitAE-OCTOBER-2020,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7591,0,0,0,0,0,416,0,0,0,0,0,69,0,1395,0,0,150
MSitAE-OCTOBER-2020,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,515,0,0,0,0,0,2,0,0,0,0,0,0,0,3,145
MSitAE-OCTOBER-2020,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,10664,0,3648,0,0,592,2501,0,3,0,0,0,439,5,2674,0,0,847
MSitAE-OCTOBER-2020,Y02572,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDER COMMUNITY PRACTICE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,ARN02,NHS ENGLAND NORTH EAST AND YORKSHIRE ,ST.GEORGE'S CENTRE,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,8974,0,424,0,0,0,2795,0,2,0,0,0,1031,13,2787,0,8,1290
MSitAE-OCTOBER-2020,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,2464,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3063,0,142,0,0,0,71,0,0,0,0,0,0,0,569,0,0,206
MSitAE-OCTOBER-2020,RBZ,NHS ENGLAND SOUTH WEST ,NORTHERN DEVON HEALTHCARE NHS TRUST,3797,0,352,0,0,35,696,0,0,0,0,0,243,6,1097,0,0,397
MSitAE-OCTOBER-2020,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3549,0,418,0,0,0,359,0,1,0,0,0,0,0,1031,0,0,391
MSitAE-OCTOBER-2020,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,7388,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0
MSitAE-OCTOBER-2020,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,4998,0,0,0,0,0,1301,0,0,0,0,0,222,13,1508,0,0,240
MSitAE-OCTOBER-2020,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,4231,0,0,227,0,0,52,0,0,2,0,0,0,0,0,0
MSitAE-OCTOBER-2020,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,7529,0,3057,0,0,26,491,0,18,0,0,0,80,0,3065,0,7,385
MSitAE-OCTOBER-2020,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482
MSitAE-OCTOBER-2020,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12399,0,0,0,0,0,2680,0,0,0,0,0,452,2,3379,0,0,1180
MSitAE-OCTOBER-2020,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,11419,1184,1593,0,0,0,0,0,0,0,0,0,483,0,4206,6,0,1915
MSitAE-OCTOBER-2020,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,2638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,2882,0,0,298,0,0,2,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,5458,0,2360,0,0,0,1502,0,0,0,0,0,522,8,1730,0,0,66
MSitAE-OCTOBER-2020,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,16060,0,2812,898,0,0,2590,0,0,0,0,0,868,6,3839,0,0,462
MSitAE-OCTOBER-2020,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,4668,0,0,489,0,0,2,0,0,1,0,0,0,0,0,0
MSitAE-OCTOBER-2020,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0,0,842,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
MSitAE-OCTOBER-2020,NQ108,NHS ENGLAND EAST OF ENGLAND ,CLACTON HOSPITAL,0,0,1904,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
MSitAE-OCTOBER-2020,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,5,565
MSitAE-OCTOBER-2020,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3736,0,0,0,0,0,115,0,0,0,0,0,0,0,756,0,0,177
MSitAE-OCTOBER-2020,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10397,0,3683,0,0,0,2319,0,0,0,0,0,403,0,3226,0,0,774
MSitAE-OCTOBER-2020,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2087,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7412,0,3035,0,0,0,0,0,0,0,0,0,650,111,2464,0,35,499
MSitAE-OCTOBER-2020,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,181,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,NQT10,NHS ENGLAND SOUTH EAST ,ASSURA READING LLP,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
MSitAE-OCTOBER-2020,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,6607,0,0,0,0,0,0,0,0,0,0,0,490,0,2378,0,0,345
MSitAE-OCTOBER-2020,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,NQ106,NHS ENGLAND EAST OF ENGLAND ,FRYATT HOSPITAL,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,7815,0,519,0,0,0,349,0,0,0,0,0,118,0,2638,0,0,463
MSitAE-OCTOBER-2020,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8096,102,2702,0,0,0,0,0,0,0,0,0,351,30,2839,0,812,0
MSitAE-OCTOBER-2020,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
MSitAE-OCTOBER-2020,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
MSitAE-OCTOBER-2020,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,4251,0,1005,0,0,0,627,0,0,0,0,0,155,0,1365,0,0,77
MSitAE-OCTOBER-2020,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,13407,0,6274,678,0,0,0,0,0,0,0,0,76,0,2660,0,0,434
MSitAE-OCTOBER-2020,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,17481,0,0,0,0,0,0,0,0,0,0,0,541,0,4374,0,0,960
MSitAE-OCTOBER-2020,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,6993,0,4663,0,0,535,1721,0,5,0,0,0,1094,2,2175,0,0,793
MSitAE-OCTOBER-2020,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6995,0,0,0,0,0,0,0,0,0,0,0,391,0,1934,0,0,273
MSitAE-OCTOBER-2020,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,6025,0,2541,0,0,124,2346,0,0,0,0,0,676,1,2599,0,0,838
MSitAE-OCTOBER-2020,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8462,628,1950,0,0,0,0,0,0,0,0,0,501,0,3440,0,44,1692
MSitAE-OCTOBER-2020,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9119,0,0,0,0,0,2067,0,0,0,0,0,1160,3,3274,0,0,790
MSitAE-OCTOBER-2020,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5654,0,1227,0,0,0,903,0,0,0,0,0,112,0,2313,0,0,822
MSitAE-OCTOBER-2020,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
MSitAE-OCTOBER-2020,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,1474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RXH,NHS ENGLAND SOUTH EAST ,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11852,1417,0,0,0,0,2629,2,0,0,0,0,695,0,3389,23,0,364
MSitAE-OCTOBER-2020,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
MSitAE-OCTOBER-2020,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,3474,0,0,0,0,0,580,0,0,0,0,0,79,1,954,0,0,162
MSitAE-OCTOBER-2020,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3597,0,0,0,0,0,150,0,0,0,0,0,0,0,819,0,0,187
MSitAE-OCTOBER-2020,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,9510,0,12484,140,0,0,1501,0,25,25,0,0,417,7,5512,0,0,1404
MSitAE-OCTOBER-2020,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,17100,2322,5388,0,0,0,4635,22,34,0,0,0,1513,0,5651,61,35,815
MSitAE-OCTOBER-2020,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3755,0,2533,0,0,11,519,0,1,0,0,0,11,0,1297,0,0,234
MSitAE-OCTOBER-2020,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15584,267,6639,0,0,0,5080,0,0,0,0,0,1258,7,5478,0,0,1483
MSitAE-OCTOBER-2020,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7515,0,6953,0,0,0,505,0,44,0,0,0,0,0,4889,0,14,732
MSitAE-OCTOBER-2020,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,6869,0,1199,0,0,0,1268,0,0,0,0,0,397,23,1985,0,0,643
MSitAE-OCTOBER-2020,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6586,0,1674,0,0,0,1603,0,18,0,0,0,402,51,2058,0,30,795
MSitAE-OCTOBER-2020,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4355,0,0,0,0,0,276,0,0,0,0,0,17,0,1583,0,0,310
MSitAE-OCTOBER-2020,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,10897,0,8798,0,0,0,1646,0,98,0,0,0,306,49,4641,0,0,938
MSitAE-OCTOBER-2020,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,3291,0,0,2014,0,0,7,0,0,0,0,0,0,0,0,10
MSitAE-OCTOBER-2020,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,8645,0,3506,0,0,0,2405,0,1,0,0,0,577,0,4035,0,0,343
MSitAE-OCTOBER-2020,Y03051,NHS ENGLAND SOUTH EAST ,HASTINGS MED P & WALKIN,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,15395,0,4740,0,0,0,4608,0,0,0,0,0,1735,0,4325,0,0,1008
MSitAE-OCTOBER-2020,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11126,862,1845,0,0,0,2825,70,4,0,0,0,529,3,2918,26,0,510
MSitAE-OCTOBER-2020,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,10851,0,2508,0,0,1484,2566,0,0,0,0,0,979,0,3782,0,0,839
MSitAE-OCTOBER-2020,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0,0,4692,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,8264,0,1294,0,0,0,978,0,5,0,0,0,150,0,2832,0,0,290
MSitAE-OCTOBER-2020,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8283,0,0,223,0,0,1410,0,0,0,0,0,184,1,2755,0,0,646
MSitAE-OCTOBER-2020,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1887,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RTV,NHS ENGLAND NORTH WEST ,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0,0,159,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,Y02816,NHS ENGLAND SOUTH EAST ,EASTBOURNE STATION HEALTH CENTRE,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10223,986,3713,0,0,511,1032,9,6,0,0,0,128,0,3796,20,0,1308
MSitAE-OCTOBER-2020,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,5539,0,0,0,0,0,367,0,0,0,0,0,6,0,1752,0,0,592
MSitAE-OCTOBER-2020,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,6508,0,2783,0,0,0,1681,0,112,0,0,0,322,0,2499,0,0,1187
MSitAE-OCTOBER-2020,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9261,696,3931,0,0,0,2551,0,23,0,0,0,744,1,2900,0,0,2350
MSitAE-OCTOBER-2020,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,9685,0,4474,0,0,0,1830,0,0,0,0,0,590,30,1533,0,0,245
MSitAE-OCTOBER-2020,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12090,0,2048,0,0,0,565,0,5,0,0,0,101,0,4165,0,0,364
MSitAE-OCTOBER-2020,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7873,0,2841,0,0,84,1661,0,1,0,0,0,768,8,1865,0,56,1645
MSitAE-OCTOBER-2020,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2598,0,0,43,0,0,2,0,0,0,0,0,0,0,0,0
MSitAE-OCTOBER-2020,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,11722,0,7157,753,0,0,3131,0,347,152,0,0,1191,53,3980,0,0,488
MSitAE-OCTOBER-2020,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3329,0,7412,0,0,0,0,0,0,0,0,0,29,0,1307,0,345,1606
