,Date,ODS code,Organisation name,Type 1,Type 2,Other,Total A&E attendences
52,2015-06-01,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,9638.0,1736.0,3766.0,15140.0
53,2015-06-01,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,7472.0,0.0,1737.0,9209.0
54,2015-06-01,AJN,Workington Health Limited,0.0,0.0,1464.0,1464.0
55,2015-06-01,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,7158.0,0.0,8889.0,16047.0
56,2015-06-01,RMC,Bolton NHS Foundation Trust,9356.0,0.0,0.0,9356.0
57,2015-06-01,RY2,Bridgewater Community Healthcare NHS Foundation Trust,0.0,0.0,8484.0,8484.0
58,2015-06-01,RW3,Central Manchester University Hospitals NHS Foundation Trust,12005.0,3253.0,9299.0,24557.0
59,2015-06-01,RXR,East Lancashire Hospitals NHS Trust,9281.0,0.0,7355.0,16636.0
60,2015-06-01,RNL,North Cumbria University Hospitals NHS Trust,6934.0,0.0,0.0,6934.0
61,2015-06-01,NQT10,Assura Reading Llp,0.0,0.0,3643.0,3643.0
62,2015-06-01,RWX,Berkshire Healthcare NHS Foundation Trust,0.0,0.0,5844.0,5844.0
63,2015-06-01,RXQ,Buckinghamshire Healthcare NHS Trust,6625.0,1231.0,3341.0,11197.0
64,2015-06-01,Y02596,Cardrew Health Centre,0.0,0.0,2017.0,2017.0
65,2015-06-01,NLT02,Clevedon Hospital,0.0,0.0,1027.0,1027.0
66,2015-06-01,RVJ,North Bristol NHS Trust,6888.0,0.0,0.0,6888.0
67,2015-06-01,RBZ,Northern Devon Healthcare NHS Trust,3639.0,0.0,6760.0,10399.0
68,2015-06-01,NLL,Peninsula Community Health C.I.C,0.0,0.0,9181.0,9181.0
69,2015-06-01,NR5,Plymouth Community Healthcare (Cic),0.0,0.0,2980.0,2980.0
70,2015-06-01,RK9,Plymouth Hospitals NHS Trust,7638.0,0.0,0.0,7638.0
71,2015-06-01,REF,Royal Cornwall Hospitals NHS Trust,5344.0,0.0,1714.0,7058.0
72,2015-06-01,RH8,Royal Devon And Exeter NHS Foundation Trust,8600.0,0.0,0.0,8600.0
73,2015-06-01,RH5,Somerset Partnership NHS Foundation Trust,0.0,0.0,7801.0,7801.0
74,2015-06-01,RA9,South Devon Healthcare NHS Foundation Trust,6517.0,0.0,0.0,6517.0
75,2015-06-01,RBA,Taunton And Somerset NHS Foundation Trust,5207.0,0.0,0.0,5207.0
76,2015-06-01,R1G,Torbay And Southern Devon Health And Care NHS Trust,0.0,0.0,3718.0,3718.0
77,2015-06-01,NLW,Bristol Community Health,0.0,0.0,4664.0,4664.0
78,2015-06-01,RA7,University Hospitals Bristol NHS Foundation Trust,8623.0,1904.0,0.0,10527.0
79,2015-06-01,NLX24,Yate West Gate Centre,0.0,0.0,1712.0,1712.0
80,2015-06-01,RA4,Yeovil District Hospital NHS Foundation Trust,3928.0,0.0,0.0,3928.0
81,2015-06-01,RBD,Dorset County Hospital NHS Foundation Trust,3640.0,0.0,0.0,3640.0
82,2015-06-01,RDY,Dorset Healthcare University NHS Foundation Trust,0.0,0.0,4259.0,4259.0
83,2015-06-01,RN5,Hampshire Hospitals NHS Foundation Trust,8992.0,0.0,1439.0,10431.0
84,2015-06-01,R1F,Isle Of Wight NHS Trust,3914.0,0.0,1925.0,5839.0
85,2015-06-01,RD3,Poole Hospital NHS Foundation Trust,5542.0,0.0,0.0,5542.0
86,2015-06-01,RHU,Portsmouth Hospitals NHS Trust,9085.0,888.0,2014.0,11987.0
87,2015-06-01,R1C,Solent NHS Trust,0.0,0.0,1517.0,1517.0
88,2015-06-01,NTP11,Southampton NHS Treatment Centre,0.0,0.0,3444.0,3444.0
89,2015-06-01,NTPAD,St Mary's NHS Treatment Centre,0.0,0.0,3942.0,3942.0
90,2015-06-01,RDZ,The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,5936.0,1435.0,0.0,7371.0
91,2015-06-01,RHM,University Hospital Southampton NHS Foundation Trust,7710.0,1562.0,0.0,9272.0
92,2015-06-01,RA3,Weston Area Health NHS Trust,4503.0,0.0,0.0,4503.0
93,2015-06-01,RJN,East Cheshire NHS Trust,3936.0,0.0,540.0,4476.0
94,2015-06-01,NDA55,Woking Walk In Centre,0.0,0.0,3003.0,3003.0
95,2015-06-01,RYR,Western Sussex Hospitals NHS Foundation Trust,11515.0,0.0,0.0,11515.0
96,2015-06-01,Y00058,Carfax Health Enterprise,0.0,0.0,2805.0,2805.0
97,2015-06-01,R1J,Gloucestershire Care Services NHS Trust,0.0,0.0,6833.0,6833.0
98,2015-06-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,10894.0,0.0,0.0,10894.0
99,2015-06-01,RN3,Great Western Hospitals NHS Foundation Trust,6896.0,0.0,3811.0,10707.0
100,2015-06-01,RNU,Oxford Health NHS Foundation Trust,0.0,0.0,2945.0,2945.0
101,2015-06-01,RTH,Oxford University Hospitals NHS Trust,10645.0,1496.0,0.0,12141.0
102,2015-06-01,NLX02,Paulton Memorial Hospital,0.0,0.0,571.0,571.0
103,2015-06-01,RHW,Royal Berkshire NHS Foundation Trust,8394.0,1252.0,0.0,9646.0
104,2015-06-01,RD1,Royal United Hospitals Bath NHS Foundation Trust,5857.0,0.0,930.0,6787.0
105,2015-06-01,RNZ,Salisbury NHS Foundation Trust,3809.0,0.0,0.0,3809.0
106,2015-06-01,NLY,Seqol,0.0,0.0,1496.0,1496.0
107,2015-06-01,AAH,Tetbury Hospital Trust Ltd,0.0,0.0,324.0,324.0
108,2015-06-01,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,7795.0,0.0,1119.0,8914.0
109,2015-06-01,NDA56,Weybridge Walk In Centre,0.0,0.0,2777.0,2777.0
110,2015-06-01,Y02688,Ashford Health Centre,0.0,0.0,3497.0,3497.0
111,2015-06-01,RN7,Dartford And Gravesham NHS Trust,8107.0,0.0,0.0,8107.0
112,2015-06-01,G82071,Dr Jm Ribchester & Partners,0.0,0.0,2106.0,2106.0
113,2015-06-01,RVV,East Kent Hospitals University NHS Foundation Trust,12146.0,0.0,5069.0,17215.0
114,2015-06-01,RXC,East Sussex Healthcare NHS Trust,9193.0,847.0,2138.0,12178.0
115,2015-06-01,RDU,Frimley Health NHS Foundation Trust,19333.0,0.0,0.0,19333.0
116,2015-06-01,NDA57,Haslemere Minor Injuries Unit,0.0,0.0,757.0,757.0
117,2015-06-01,RYY,Kent Community Health NHS Foundation Trust,0.0,0.0,10334.0,10334.0
118,2015-06-01,RWF,Maidstone And Tunbridge Wells NHS Trust,11210.0,0.0,0.0,11210.0
119,2015-06-01,RPA,Medway NHS Foundation Trust,8711.0,0.0,0.0,8711.0
120,2015-06-01,RPC,Queen Victoria Hospital NHS Foundation Trust,0.0,0.0,1097.0,1097.0
121,2015-06-01,RA2,Royal Surrey County Hospital NHS Foundation Trust,5634.0,499.0,0.0,6133.0
122,2015-06-01,RTP,Surrey And Sussex Healthcare NHS Trust,7551.0,0.0,0.0,7551.0
123,2015-06-01,RDR,Sussex Community NHS Trust,0.0,0.0,5897.0,5897.0
124,2015-06-01,RXH,Brighton And Sussex University Hospitals NHS Trust,12019.0,1356.0,0.0,13375.0
125,2015-06-01,RJR,Countess Of Chester Hospital NHS Foundation Trust,6033.0,0.0,606.0,6639.0
126,2015-06-01,RW1,Southern Health NHS Foundation Trust,0.0,0.0,2270.0,2270.0
127,2015-06-01,REM,Aintree University Hospital NHS Foundation Trust,6320.0,0.0,5804.0,12124.0
128,2015-06-01,RAS,The Hillingdon Hospitals NHS Foundation Trust,4633.0,0.0,8469.0,13102.0
129,2015-06-01,E84068,The Ridgeway Surgery,0.0,0.0,2099.0,2099.0
130,2015-06-01,RKE,The Whittington Hospital NHS Trust,8018.0,0.0,0.0,8018.0
131,2015-06-01,RRV,University College London Hospitals NHS Foundation Trust,11486.0,0.0,0.0,11486.0
132,2015-06-01,Y02147,Urgent Care Centre,0.0,0.0,9245.0,9245.0
133,2015-06-01,Y03201,Waldron - Hurley Unregistered Practice,0.0,0.0,2519.0,2519.0
134,2015-06-01,RFW,West Middlesex University Hospital NHS Trust,4897.0,0.0,7426.0,12323.0
135,2015-06-01,RC1,Bedford Hospital NHS Trust,5865.0,0.0,0.0,5865.0
136,2015-06-01,Y03571,Corby Urgent Care Centre,0.0,0.0,5132.0,5132.0
137,2015-06-01,RWH,East And North Hertfordshire NHS Trust,8533.0,0.0,4989.0,13522.0
138,2015-06-01,RY4,Hertfordshire Community NHS Trust,0.0,0.0,951.0,951.0
139,2015-06-01,RNQ,Kettering General Hospital NHS Foundation Trust,6941.0,0.0,0.0,6941.0
140,2015-06-01,C82038,Latham House Medical Practice,0.0,0.0,415.0,415.0
141,2015-06-01,RY5,Lincolnshire Community Health Services NHS Trust,0.0,0.0,12918.0,12918.0
142,2015-06-01,NJS05,Loughborough Urgent Care Centre,0.0,0.0,3151.0,3151.0
143,2015-06-01,RC9,Luton And Dunstable University Hospital NHS Foundation Trust,7761.0,0.0,2944.0,10705.0
144,2015-06-01,C82009,Market Harborough Med.Ctr,0.0,0.0,493.0,493.0
145,2015-06-01,NLO11,Market Harborough Urgent Care Centre,0.0,0.0,596.0,596.0
146,2015-06-01,NLO09,Melton Mowbray Urgent Care Centre,0.0,0.0,218.0,218.0
147,2015-06-01,RD8,Milton Keynes Hospital NHS Foundation Trust,7072.0,0.0,4643.0,11715.0
148,2015-06-01,RNS,Northampton General Hospital NHS Trust,8660.0,989.0,0.0,9649.0
149,2015-06-01,NLO10,Oadby & Wigston Urgent Care Centre,0.0,0.0,2385.0,2385.0
150,2015-06-01,C82010,Oakham Medical Practice,0.0,0.0,388.0,388.0
151,2015-06-01,NLO12,Oakham Urgent Care Centre,0.0,0.0,143.0,143.0
152,2015-06-01,Y02428,Putnoe Medical Centre Walk In Centre,0.0,0.0,1819.0,1819.0
153,2015-06-01,RWD,United Lincolnshire Hospitals NHS Trust,13395.0,0.0,0.0,13395.0
154,2015-06-01,RWE,University Hospitals Of Leicester NHS Trust,11575.0,1732.0,5422.0,18729.0
155,2015-06-01,F84747,The Barkantine Practice,0.0,0.0,2360.0,2360.0
156,2015-06-01,RJ7,St George's University Hospitals NHS Foundation Trust,12708.0,0.0,1530.0,14238.0
157,2015-06-01,Y03047,St Andrews Walk-In Centre,0.0,0.0,1991.0,1991.0
158,2015-06-01,RAN,Royal National Orthopaedic Hospital NHS Trust,0.0,0.0,0.0,0.0
159,2015-06-01,RBS,Alder Hey Children's NHS Foundation Trust,4703.0,0.0,0.0,4703.0
160,2015-06-01,RF4,"Barking, Havering And Redbridge University Hospitals NHS Trust",18991.0,569.0,2884.0,22444.0
161,2015-06-01,R1H,Barts Health NHS Trust,27291.0,773.0,9898.0,37962.0
162,2015-06-01,AD913,Beckenham Beacon Ucc,0.0,0.0,3973.0,3973.0
163,2015-06-01,RYX,Central London Community Healthcare NHS Trust,0.0,0.0,18018.0,18018.0
164,2015-06-01,RQM,Chelsea And Westminster Hospital NHS Foundation Trust,9805.0,0.0,0.0,9805.0
165,2015-06-01,RJ6,Croydon Health Services NHS Trust,5780.0,0.0,3929.0,9709.0
166,2015-06-01,Y02823,Dmc Vicarage Lane,0.0,0.0,2866.0,2866.0
167,2015-06-01,Y02696,Edmonton GP Walk In Centre,0.0,0.0,972.0,972.0
168,2015-06-01,NX122,Edridge Road Community Health Centre,0.0,0.0,3007.0,3007.0
169,2015-06-01,RVR,Epsom And St Helier University Hospitals NHS Trust,12155.0,500.0,0.0,12655.0
170,2015-06-01,RJ1,Guy's And St Thomas' NHS Foundation Trust,11868.0,800.0,2910.0,15578.0
171,2015-06-01,Y03082,Harold Wood Walk In Centre,0.0,0.0,4104.0,4104.0
172,2015-06-01,RWG,West Hertfordshire Hospitals NHS Trust,7470.0,0.0,4390.0,11860.0
173,2015-06-01,RQX,Homerton University Hospital NHS Foundation Trust,10534.0,0.0,0.0,10534.0
174,2015-06-01,RYJ,Imperial College Healthcare NHS Trust,9163.0,3864.0,10294.0,23321.0
175,2015-06-01,RJZ,King's College Hospital NHS Foundation Trust,17275.0,2425.0,5482.0,25182.0
176,2015-06-01,RAX,Kingston Hospital NHS Foundation Trust,8274.0,848.0,0.0,9122.0
177,2015-06-01,RJ2,Lewisham And Greenwich NHS Trust,18324.0,0.0,3602.0,21926.0
178,2015-06-01,R1K,London North West Healthcare NHS Trust,10930.0,0.0,17287.0,28217.0
179,2015-06-01,RP6,Moorfields Eye Hospital NHS Foundation Trust,0.0,9104.0,0.0,9104.0
180,2015-06-01,RAT,North East London NHS Foundation Trust,0.0,0.0,5430.0,5430.0
181,2015-06-01,RAP,North Middlesex University Hospital NHS Trust,14979.0,0.0,0.0,14979.0
182,2015-06-01,Y02585,Orient Practice,0.0,0.0,938.0,938.0
183,2015-06-01,AF003,Parkway Miu,0.0,0.0,461.0,461.0
184,2015-06-01,AF002,Purley Miu,0.0,0.0,604.0,604.0
185,2015-06-01,RT3,Royal Brompton & Harefield NHS Foundation Trust,0.0,0.0,0.0,0.0
186,2015-06-01,RAL,Royal Free London NHS Foundation Trust,18106.0,0.0,3361.0,21467.0
187,2015-06-01,RY9,Hounslow And Richmond Community Healthcare NHS Trust,0.0,0.0,4097.0,4097.0
188,2015-06-01,RDD,Basildon And Thurrock University Hospitals NHS Foundation Trust,10852.0,0.0,0.0,10852.0
189,2015-06-01,Y02987,The Practice Loxford,0.0,0.0,1254.0,1254.0
190,2015-06-01,RT1,Cambridgeshire And Peterborough NHS Foundation Trust,0.0,0.0,768.0,768.0
191,2015-06-01,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,0.0,0.0,0.0
192,2015-06-01,RJE,University Hospitals Of North Midlands NHS Trust,10924.0,420.0,8799.0,20143.0
193,2015-06-01,NL7,Assura Vertis Urgent Care Centres (Birmingham),0.0,0.0,5025.0,5025.0
194,2015-06-01,RQ3,Birmingham Children's Hospital NHS Foundation Trust,4239.0,0.0,0.0,4239.0
195,2015-06-01,RYW,Birmingham Community Healthcare NHS Trust,0.0,551.0,0.0,551.0
196,2015-06-01,M85813,Birmingham Wic,0.0,0.0,3066.0,3066.0
197,2015-06-01,RLU,Birmingham Women's NHS Foundation Trust,0.0,0.0,0.0,0.0
198,2015-06-01,RYG,Coventry And Warwickshire Partnership NHS Trust,0.0,0.0,0.0,0.0
199,2015-06-01,Y02613,Coventry NHS Healthcare Ctr,0.0,0.0,4810.0,4810.0
200,2015-06-01,RLT,George Eliot Hospital NHS Trust,5793.0,0.0,0.0,5793.0
201,2015-06-01,NTPAL,Greet General Practice & Urgent Care Centre,0.0,0.0,2239.0,2239.0
202,2015-06-01,RXK,Sandwell And West Birmingham Hospitals NHS Trust,14088.0,2209.0,2682.0,18979.0
203,2015-06-01,Y02736,Showell Park Health & Walk In Centre,0.0,0.0,1736.0,1736.0
204,2015-06-01,Y02568,Solihull Healthcare & Walk-In-Centre,0.0,0.0,3562.0,3562.0
205,2015-06-01,Y02615,South Birmingham GP Walk In Centre,0.0,0.0,4227.0,4227.0
206,2015-06-01,RJC,South Warwickshire NHS Foundation Trust,5144.0,0.0,681.0,5825.0
207,2015-06-01,Y02961,Summerfield GP Surg & Urgent Care Centre,0.0,0.0,4238.0,4238.0
208,2015-06-01,RNA,The Dudley Group NHS Foundation Trust,8147.0,0.0,5292.0,13439.0
209,2015-06-01,RL4,The Royal Wolverhampton NHS Trust,10337.0,0.0,4063.0,14400.0
210,2015-06-01,RRK,University Hospitals Birmingham NHS Foundation Trust,8823.0,0.0,0.0,8823.0
211,2015-06-01,RKB,University Hospitals Coventry And Warwickshire NHS Trust,11035.0,1857.0,2402.0,15294.0
212,2015-06-01,RBK,Walsall Healthcare NHS Trust,6481.0,0.0,3842.0,10323.0
213,2015-06-01,Y02628,Walsall Walk In Health Centre,0.0,0.0,4222.0,4222.0
214,2015-06-01,RWP,Worcestershire Acute Hospitals NHS Trust,9977.0,0.0,5657.0,15634.0
215,2015-06-01,R1A,Worcestershire Health And Care NHS Trust,0.0,570.0,0.0,570.0
216,2015-06-01,RGT,Cambridge University Hospitals NHS Foundation Trust,9126.0,0.0,3322.0,12448.0
217,2015-06-01,RLQ,Wye Valley NHS Trust,4527.0,0.0,3250.0,7777.0
218,2015-06-01,NLO02,Staffordshire Doctors Urgent Care Ltd [Sduc],0.0,0.0,589.0,589.0
219,2015-06-01,R1D,Shropshire Community Health NHS Trust,0.0,439.0,2294.0,2733.0
220,2015-06-01,RR1,Heart Of England NHS Foundation Trust,18011.0,0.0,3754.0,21765.0
221,2015-06-01,RK5,Sherwood Forest Hospitals NHS Foundation Trust,8447.0,0.0,3789.0,12236.0
222,2015-06-01,NQ108,Clacton Hospital,0.0,0.0,2238.0,2238.0
223,2015-06-01,RDE,Colchester Hospital University NHS Foundation Trust,6862.0,0.0,0.0,6862.0
224,2015-06-01,RXW,Shrewsbury And Telford Hospital NHS Trust,10438.0,0.0,703.0,11141.0
225,2015-06-01,NQ106,Fryatt Hospital,0.0,0.0,526.0,526.0
226,2015-06-01,Y02662,Greyfriars Health Centre,0.0,0.0,1034.0,1034.0
227,2015-06-01,RQQ,Hinchingbrooke Health Care NHS Trust,3826.0,0.0,0.0,3826.0
228,2015-06-01,RGQ,Ipswich Hospital NHS Trust,7107.0,0.0,0.0,7107.0
229,2015-06-01,RGP,James Paget University Hospitals NHS Foundation Trust,6067.0,0.0,0.0,6067.0
230,2015-06-01,RQ8,Mid Essex Hospital Services NHS Trust,7572.0,0.0,0.0,7572.0
231,2015-06-01,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,9139.0,0.0,986.0,10125.0
232,2015-06-01,Y02646,North Colchester Healthcare Centre,0.0,0.0,4145.0,4145.0
233,2015-06-01,NMH01,Norwich Practices Ltd (Castle Mall),0.0,0.0,4252.0,4252.0
234,2015-06-01,RGN,Peterborough And Stamford Hospitals NHS Foundation Trust,7036.0,0.0,773.0,7809.0
235,2015-06-01,RAJ,Southend University Hospital NHS Foundation Trust,8619.0,0.0,0.0,8619.0
236,2015-06-01,NAX,East Coast Community Healthcare C.I.C,0.0,0.0,646.0,646.0
237,2015-06-01,RQW,The Princess Alexandra Hospital NHS Trust,7883.0,0.0,691.0,8574.0
238,2015-06-01,NHM01,Suffolk Community Healthcare - Ipswich,0.0,0.0,520.0,520.0
239,2015-06-01,RTV,5 Boroughs Partnership NHS Foundation Trust,0.0,0.0,3785.0,3785.0
240,2015-06-01,NR3,Nottingham Citycare Partnership,0.0,0.0,4594.0,4594.0
241,2015-06-01,NLV02,NHS Nottingham City 8Am - 8Pm Health Centre,0.0,0.0,2838.0,2838.0
242,2015-06-01,Y02421,Malling Health - Telford Wic,0.0,0.0,669.0,669.0
243,2015-06-01,NNJ,Derbyshire Health United Ltd,0.0,0.0,1599.0,1599.0
244,2015-06-01,RX1,Nottingham University Hospitals NHS Trust,14486.0,1494.0,239.0,16219.0
245,2015-06-01,RTG,Derby Teaching Hospitals NHS Foundation Trust,11212.0,0.0,4008.0,15220.0
246,2015-06-01,RFS,Chesterfield Royal Hospital NHS Foundation Trust,6585.0,0.0,0.0,6585.0
247,2015-06-01,RJF,Burton Hospitals NHS Foundation Trust,5234.0,0.0,5193.0,10427.0
248,2015-06-01,RGR,West Suffolk NHS Foundation Trust,5392.0,0.0,0.0,5392.0
249,2015-06-01,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5024.0,0.0,0.0,5024.0
250,2015-06-01,RY8,Derbyshire Community Health Services NHS Foundation Trust,0.0,0.0,4474.0,4474.0
251,2015-07-01,RD8,Milton Keynes University Hospital NHS Foundation Trust,7126.0,0.0,4612.0,11738.0
252,2015-07-01,NLV02,NHS Nottingham City 8Am - 8Pm Health Centre,0.0,0.0,2746.0,2746.0
253,2015-07-01,RM1,Norfolk And Norwich University Hospitals NHS Foundation Trust,9603.0,0.0,1172.0,10775.0
254,2015-07-01,Y02646,North Colchester Healthcare Centre,0.0,0.0,4488.0,4488.0
255,2015-07-01,NLO12,Oakham Urgent Care Centre,0.0,0.0,201.0,201.0
256,2015-07-01,NR3,Nottingham Citycare Partnership,0.0,0.0,4927.0,4927.0
257,2015-07-01,NMH01,Norwich Practices Ltd (Castle Mall),0.0,0.0,4511.0,4511.0
258,2015-07-01,RX1,Nottingham University Hospitals NHS Trust,14653.0,1404.0,260.0,16317.0
259,2015-07-01,NLO10,Oadby & Wigston Urgent Care Centre,0.0,0.0,2328.0,2328.0
260,2015-07-01,RQ8,Mid Essex Hospital Services NHS Trust,7199.0,0.0,475.0,7674.0
261,2015-07-01,C82010,Oakham Medical Practice,0.0,0.0,353.0,353.0
262,2015-07-01,RNS,Northampton General Hospital NHS Trust,8871.0,1031.0,0.0,9902.0
263,2015-07-01,NLO09,Melton Mowbray Urgent Care Centre,0.0,0.0,237.0,237.0
264,2015-07-01,C82038,Latham House Medical Practice,0.0,0.0,451.0,451.0
265,2015-07-01,C82009,Market Harborough Med.Ctr,0.0,0.0,426.0,426.0
266,2015-07-01,Y02421,Malling Health - Telford Wic,0.0,0.0,635.0,635.0
267,2015-07-01,RC9,Luton And Dunstable University Hospital NHS Foundation Trust,8102.0,0.0,2893.0,10995.0
268,2015-07-01,NJS05,Loughborough Urgent Care Centre,0.0,0.0,3405.0,3405.0
269,2015-07-01,RY5,Lincolnshire Community Health Services NHS Trust,0.0,0.0,14076.0,14076.0
270,2015-07-01,RNQ,Kettering General Hospital NHS Foundation Trust,7096.0,0.0,0.0,7096.0
271,2015-07-01,RGP,James Paget University Hospitals NHS Foundation Trust,6446.0,0.0,0.0,6446.0
272,2015-07-01,RGQ,Ipswich Hospital NHS Trust,7350.0,0.0,0.0,7350.0
273,2015-07-01,RQQ,Hinchingbrooke Health Care NHS Trust,4058.0,0.0,0.0,4058.0
274,2015-07-01,RY4,Hertfordshire Community NHS Trust,0.0,0.0,912.0,912.0
275,2015-07-01,RR1,Heart Of England NHS Foundation Trust,17978.0,0.0,3708.0,21686.0
276,2015-07-01,RGN,Peterborough And Stamford Hospitals NHS Foundation Trust,7422.0,0.0,777.0,8199.0
277,2015-07-01,NLO11,Market Harborough Urgent Care Centre,0.0,0.0,553.0,553.0
278,2015-07-01,Y02428,Putnoe Medical Centre Walk In Centre,0.0,0.0,1696.0,1696.0
279,2015-07-01,RLQ,Wye Valley NHS Trust,4670.0,0.0,3155.0,7825.0
